#,Date-Time (MST/MDT),Ch: 1 - Temperature   (°C ),Ch: 2 - RH   (%),Dew Point   (°C ),Host Connected,End of File
29800,12/08/2022 15:53:38,-1.34,43.69,-12.11,,
29801,12/08/2022 15:56:38,-1.78,44.52,-12.28,,
29802,12/08/2022 15:59:38,-2.31,45.62,-12.45,,
29803,12/08/2022 16:02:38,-2.71,46.89,-12.48,,
29804,12/08/2022 16:05:38,-2.89,47.17,-12.57,,
29805,12/08/2022 16:08:38,-2.89,46.85,-12.66,,
29806,12/08/2022 16:11:38,-3.06,47.88,-12.55,,
29807,12/08/2022 16:14:38,-3.05,48.13,-12.47,,
29808,12/08/2022 16:17:38,-3.08,49.01,-12.28,,
29809,12/08/2022 16:20:38,-3.27,49.23,-12.40,,
29810,12/08/2022 16:23:38,-3.34,50.06,-12.25,,
29811,12/08/2022 16:26:38,-3.75,50.87,-12.43,,
29812,12/08/2022 16:29:38,-3.86,51.35,-12.43,,
29813,12/08/2022 16:32:38,-3.78,51.68,-12.27,,
29814,12/08/2022 16:35:38,-3.76,51.72,-12.24,,
29815,12/08/2022 16:38:38,-3.91,52.18,-12.27,,
29816,12/08/2022 16:41:38,-4.02,53.34,-12.11,,
29817,12/08/2022 16:44:38,-4.16,53.88,-12.11,,
29818,12/08/2022 16:47:38,-4.38,54.74,-12.12,,
29819,12/08/2022 16:50:38,-4.54,55.04,-12.20,,
29820,12/08/2022 16:53:38,-4.59,55.20,-12.21,,
29821,12/08/2022 16:56:38,-4.78,55.96,-12.21,,
29822,12/08/2022 16:59:38,-4.87,57.02,-12.07,,
29823,12/08/2022 17:02:38,-4.57,57.61,-11.66,,
29824,12/08/2022 17:05:38,-4.28,55.99,-11.75,,
29825,12/08/2022 17:08:38,-4.40,56.58,-11.73,,
29826,12/08/2022 17:11:38,-4.32,56.62,-11.65,,
29827,12/08/2022 17:14:38,-4.25,56.41,-11.62,,
29828,12/08/2022 17:17:38,-4.43,56.91,-11.68,,
29829,12/08/2022 17:20:38,-4.42,56.69,-11.72,,
29830,12/08/2022 17:23:38,-5.86,56.86,-13.04,,
29831,12/08/2022 17:26:38,-6.93,62.81,-12.83,,
29832,12/08/2022 17:29:38,-7.17,64.18,-12.79,,
29833,12/08/2022 17:32:38,-7.30,65.13,-12.73,,
29834,12/08/2022 17:35:38,-6.87,63.55,-12.62,,
29835,12/08/2022 17:38:38,-6.76,63.32,-12.56,,
29836,12/08/2022 17:41:38,-6.87,63.11,-12.71,,
29837,12/08/2022 17:44:38,-7.05,63.82,-12.74,,
29838,12/08/2022 17:47:38,-7.21,64.23,-12.82,,
29839,12/08/2022 17:50:38,-7.41,65.07,-12.85,,
29840,12/08/2022 17:53:38,-7.68,65.74,-12.98,,
29841,12/08/2022 17:56:38,-8.19,66.69,-13.29,,
29842,12/08/2022 17:59:38,-8.58,68.02,-13.43,,
29843,12/08/2022 18:02:38,-8.95,69.70,-13.48,,
29844,12/08/2022 18:05:38,-9.33,70.65,-13.68,,
29845,12/08/2022 18:08:38,-9.48,71.08,-13.75,,
29846,12/08/2022 18:11:38,-10.05,71.56,-14.22,,
29847,12/08/2022 18:14:38,-10.26,73.30,-14.13,,
29848,12/08/2022 18:17:38,-9.99,73.10,-13.90,,
29849,12/08/2022 18:20:38,-10.27,72.05,-14.34,,
29850,12/08/2022 18:23:38,-10.93,75.84,-14.37,,
29851,12/08/2022 18:26:38,-10.96,77.22,-14.18,,
29852,12/08/2022 18:29:38,-10.65,76.46,-13.99,,
29853,12/08/2022 18:32:38,-10.06,75.79,-13.53,,
29854,12/08/2022 18:35:38,-8.99,72.65,-13.01,,
29855,12/08/2022 18:38:38,-9.12,70.23,-13.55,,
29856,12/08/2022 18:41:38,-10.03,70.09,-14.45,,
29857,12/08/2022 18:44:38,-10.22,72.04,-14.31,,
29858,12/08/2022 18:47:38,-10.31,72.87,-14.25,,
29859,12/08/2022 18:50:38,-10.42,74.12,-14.15,,
29860,12/08/2022 18:53:38,-10.43,74.89,-14.03,,
29861,12/08/2022 18:56:38,-10.70,74.47,-14.36,,
29862,12/08/2022 18:59:38,-10.89,76.49,-14.22,,
29863,12/08/2022 19:02:38,-10.63,75.37,-14.15,,
29864,12/08/2022 19:05:38,-10.17,74.83,-13.79,,
29865,12/08/2022 19:08:38,-9.90,72.77,-13.87,,
29866,12/08/2022 19:11:38,-9.78,71.89,-13.90,,
29867,12/08/2022 19:14:38,-9.99,72.14,-14.06,,
29868,12/08/2022 19:17:38,-10.38,72.43,-14.40,,
29869,12/08/2022 19:20:38,-10.78,74.84,-14.38,,
29870,12/08/2022 19:23:38,-11.07,76.02,-14.47,,
29871,12/08/2022 19:26:38,-11.44,76.47,-14.75,,
29872,12/08/2022 19:29:38,-11.80,77.49,-14.95,,
29873,12/08/2022 19:32:38,-11.84,77.82,-14.94,,
29874,12/08/2022 19:35:38,-12.43,80.41,-15.12,,
29875,12/08/2022 19:38:38,-12.08,81.76,-14.57,,
29876,12/08/2022 19:41:38,-11.84,80.53,-14.53,,
29877,12/08/2022 19:44:38,-11.80,78.89,-14.73,,
29878,12/08/2022 19:47:38,-11.62,77.70,-14.74,,
29879,12/08/2022 19:50:38,-11.84,75.74,-15.27,,
29880,12/08/2022 19:53:38,-11.95,77.45,-15.10,,
29881,12/08/2022 19:56:38,-12.06,78.06,-15.11,,
29882,12/08/2022 19:59:38,-11.97,78.32,-14.99,,
29883,12/08/2022 20:02:38,-12.04,78.08,-15.09,,
29884,12/08/2022 20:05:38,-12.43,77.06,-15.63,,
29885,12/08/2022 20:08:38,-12.75,78.78,-15.68,,
29886,12/08/2022 20:11:38,-12.58,82.84,-14.91,,
29887,12/08/2022 20:14:38,-12.47,82.99,-14.77,,
29888,12/08/2022 20:17:38,-12.73,79.73,-15.52,,
29889,12/08/2022 20:20:38,-12.65,82.89,-14.96,,
29890,12/08/2022 20:23:38,-12.33,82.71,-14.67,,
29891,12/08/2022 20:26:38,-12.15,80.89,-14.78,,
29892,12/08/2022 20:29:38,-12.12,80.69,-14.77,,
29893,12/08/2022 20:32:38,-12.06,79.46,-14.90,,
29894,12/08/2022 20:35:38,-12.36,78.27,-15.37,,
29895,12/08/2022 20:38:38,-12.60,79.58,-15.41,,
29896,12/08/2022 20:41:38,-12.73,78.48,-15.71,,
29897,12/08/2022 20:44:38,-12.98,79.03,-15.86,,
29898,12/08/2022 20:47:38,-13.30,80.14,-16.01,,
29899,12/08/2022 20:50:38,-13.52,79.80,-16.27,,
29900,12/08/2022 20:53:38,-13.62,79.94,-16.36,,
29901,12/08/2022 20:56:38,-13.55,79.95,-16.28,,
29902,12/08/2022 20:59:38,-13.47,79.18,-16.32,,
29903,12/08/2022 21:02:38,-13.54,79.39,-16.35,,
29904,12/08/2022 21:05:38,-13.57,78.75,-16.48,,
29905,12/08/2022 21:08:38,-13.78,79.20,-16.62,,
29906,12/08/2022 21:11:38,-14.01,78.47,-16.95,,
29907,12/08/2022 21:14:38,-14.46,78.95,-17.32,,
29908,12/08/2022 21:17:38,-15.04,80.71,-17.63,,
29909,12/08/2022 21:20:38,-15.40,84.19,-17.48,,
29910,12/08/2022 21:23:38,-15.19,85.15,-17.14,,
29911,12/08/2022 21:26:38,-15.35,86.77,-17.08,,
29912,12/08/2022 21:29:38,-15.24,86.26,-17.04,,
29913,12/08/2022 21:32:38,-15.21,84.64,-17.23,,
29914,12/08/2022 21:35:38,-15.23,84.70,-17.24,,
29915,12/08/2022 21:38:38,-15.38,85.02,-17.35,,
29916,12/08/2022 21:41:38,-15.47,85.52,-17.36,,
29917,12/08/2022 21:44:38,-15.65,84.85,-17.64,,
29918,12/08/2022 21:47:38,-15.75,86.35,-17.52,,
29919,12/08/2022 21:50:38,-15.60,87.07,-17.28,,
29920,12/08/2022 21:53:38,-15.70,85.36,-17.62,,
29921,12/08/2022 21:56:38,-15.75,84.86,-17.73,,
29922,12/08/2022 21:59:38,-15.83,85.36,-17.75,,
29923,12/08/2022 22:02:38,-15.84,86.30,-17.63,,
29924,12/08/2022 22:05:38,-15.78,86.90,-17.48,,
29925,12/08/2022 22:08:38,-15.56,86.53,-17.32,,
29926,12/08/2022 22:11:38,-15.54,85.68,-17.42,,
29927,12/08/2022 22:14:38,-15.52,85.42,-17.43,,
29928,12/08/2022 22:17:38,-15.63,84.06,-17.73,,
29929,12/08/2022 22:20:38,-15.74,84.16,-17.82,,
29930,12/08/2022 22:23:38,-15.95,82.83,-18.22,,
29931,12/08/2022 22:26:38,-16.74,80.09,-19.39,,
29932,12/08/2022 22:29:38,-17.16,84.19,-19.21,,
29933,12/08/2022 22:32:38,-16.64,91.05,-17.78,,
29934,12/08/2022 22:35:38,-16.12,91.67,-17.19,,
29935,12/08/2022 22:38:38,-15.02,92.31,-16.01,,
29936,12/08/2022 22:41:38,-14.96,87.05,-16.66,,
29937,12/08/2022 22:44:38,-14.94,85.53,-16.85,,
29938,12/08/2022 22:47:38,-15.14,84.54,-17.17,,
29939,12/08/2022 22:50:38,-15.14,84.98,-17.11,,
29940,12/08/2022 22:53:38,-15.19,83.43,-17.38,,
29941,12/08/2022 22:56:38,-15.16,83.83,-17.29,,
29942,12/08/2022 22:59:38,-15.29,83.22,-17.51,,
29943,12/08/2022 23:02:38,-15.39,85.25,-17.33,,
29944,12/08/2022 23:05:38,-15.03,85.53,-16.93,,
29945,12/08/2022 23:08:38,-14.72,85.32,-16.65,,
29946,12/08/2022 23:11:38,-14.37,83.26,-16.61,,
29947,12/08/2022 23:14:38,-14.72,81.04,-17.26,,
29948,12/08/2022 23:17:38,-15.08,82.62,-17.39,,
29949,12/08/2022 23:20:38,-15.46,82.16,-17.83,,
29950,12/08/2022 23:23:38,-15.54,84.37,-17.60,,
29951,12/08/2022 23:26:38,-15.58,85.24,-17.51,,
29952,12/08/2022 23:29:38,-15.49,86.30,-17.28,,
29953,12/08/2022 23:32:38,-15.58,85.65,-17.45,,
29954,12/08/2022 23:35:38,-15.98,82.71,-18.26,,
29955,12/08/2022 23:38:38,-16.46,82.76,-18.72,,
29956,12/08/2022 23:41:38,-16.74,83.09,-18.96,,
29957,12/08/2022 23:44:38,-17.18,82.30,-19.50,,
29958,12/08/2022 23:47:38,-17.73,82.36,-20.03,,
29959,12/08/2022 23:50:38,-17.97,84.86,-19.91,,
29960,12/08/2022 23:53:38,-18.20,85.54,-20.05,,
29961,12/08/2022 23:56:38,-18.24,86.94,-19.90,,
29962,12/08/2022 23:59:38,-18.03,88.75,-19.46,,
29963,12/09/2022 00:02:38,-17.71,89.24,-19.08,,
29964,12/09/2022 00:05:38,-17.07,88.56,-18.53,,
29965,12/09/2022 00:08:38,-16.77,86.27,-18.54,,
29966,12/09/2022 00:11:38,-16.62,84.91,-18.58,,
29967,12/09/2022 00:14:38,-16.62,84.03,-18.70,,
29968,12/09/2022 00:17:38,-16.67,83.92,-18.77,,
29969,12/09/2022 00:20:38,-16.88,83.51,-19.03,,
29970,12/09/2022 00:23:38,-17.20,82.66,-19.46,,
29971,12/09/2022 00:26:38,-17.71,82.95,-19.92,,
29972,12/09/2022 00:29:38,-17.90,84.44,-19.91,,
29973,12/09/2022 00:32:38,-18.12,85.31,-20.00,,
29974,12/09/2022 00:35:38,-17.98,87.35,-19.59,,
29975,12/09/2022 00:38:38,-17.77,89.21,-19.14,,
29976,12/09/2022 00:41:38,-17.48,89.33,-18.84,,
29977,12/09/2022 00:44:38,-17.37,89.21,-18.74,,
29978,12/09/2022 00:47:38,-17.83,82.83,-20.06,,
29979,12/09/2022 00:50:38,-17.80,87.69,-19.37,,
29980,12/09/2022 00:53:38,-16.94,91.24,-18.05,,
29981,12/09/2022 00:56:38,-16.74,87.21,-18.39,,
29982,12/09/2022 00:59:38,-16.49,87.10,-18.15,,
29983,12/09/2022 01:02:38,-16.80,83.22,-18.99,,
29984,12/09/2022 01:05:38,-16.96,84.76,-18.94,,
29985,12/09/2022 01:08:38,-16.78,85.07,-18.71,,
29986,12/09/2022 01:11:38,-16.55,84.60,-18.56,,
29987,12/09/2022 01:14:38,-16.55,84.03,-18.64,,
29988,12/09/2022 01:17:38,-16.46,84.80,-18.43,,
29989,12/09/2022 01:20:38,-16.02,84.31,-18.07,,
29990,12/09/2022 01:23:38,-15.77,82.91,-18.02,,
29991,12/09/2022 01:26:38,-15.56,82.46,-17.89,,
29992,12/09/2022 01:29:38,-15.64,81.96,-18.03,,
29993,12/09/2022 01:32:38,-15.75,82.15,-18.11,,
29994,12/09/2022 01:35:38,-15.67,81.95,-18.07,,
29995,12/09/2022 01:38:38,-15.76,81.25,-18.25,,
29996,12/09/2022 01:41:38,-15.81,81.06,-18.33,,
29997,12/09/2022 01:44:38,-16.09,80.80,-18.64,,
29998,12/09/2022 01:47:38,-16.63,79.98,-19.29,,
29999,12/09/2022 01:50:38,-16.78,83.69,-18.90,,
30000,12/09/2022 01:53:38,-16.46,84.54,-18.47,,
30001,12/09/2022 01:56:38,-16.85,81.85,-19.24,,
30002,12/09/2022 01:59:38,-17.23,82.00,-19.58,,
30003,12/09/2022 02:02:38,-18.13,80.62,-20.66,,
30004,12/09/2022 02:05:38,-18.33,85.13,-20.24,,
30005,12/09/2022 02:08:38,-18.55,85.40,-20.41,,
30006,12/09/2022 02:11:38,-18.29,87.66,-19.86,,
30007,12/09/2022 02:14:38,-18.28,86.18,-20.04,,
30008,12/09/2022 02:17:38,-18.39,87.12,-20.02,,
30009,12/09/2022 02:20:38,-18.29,88.32,-19.77,,
30010,12/09/2022 02:23:38,-18.27,87.88,-19.81,,
30011,12/09/2022 02:26:38,-18.30,87.72,-19.86,,
30012,12/09/2022 02:29:38,-18.57,84.27,-20.59,,
30013,12/09/2022 02:32:38,-19.05,84.52,-21.03,,
30014,12/09/2022 02:35:38,-18.93,87.92,-20.46,,
30015,12/09/2022 02:38:38,-18.51,89.58,-19.83,,
30016,12/09/2022 02:41:38,-18.37,88.05,-19.89,,
30017,12/09/2022 02:44:38,-18.39,86.61,-20.09,,
30018,12/09/2022 02:47:38,-18.26,87.04,-19.91,,
30019,12/09/2022 02:50:38,-18.25,87.19,-19.88,,
30020,12/09/2022 02:53:38,-18.32,86.69,-20.02,,
30021,12/09/2022 02:56:38,-18.64,83.85,-20.72,,
30022,12/09/2022 02:59:38,-18.76,86.25,-20.51,,
30023,12/09/2022 03:02:38,-18.76,86.99,-20.41,,
30024,12/09/2022 03:05:38,-18.37,90.31,-19.60,,
30025,12/09/2022 03:08:38,-18.47,87.32,-20.08,,
30026,12/09/2022 03:11:38,-18.68,86.15,-20.44,,
30027,12/09/2022 03:14:38,-18.15,91.20,-19.26,,
30028,12/09/2022 03:17:38,-18.79,83.20,-20.95,,
30029,12/09/2022 03:20:38,-19.33,84.99,-21.24,,
30030,12/09/2022 03:23:38,-19.06,89.47,-20.39,,
30031,12/09/2022 03:26:38,-18.78,89.43,-20.11,,
30032,12/09/2022 03:29:38,-17.96,91.64,-19.01,,
30033,12/09/2022 03:32:38,-17.59,90.08,-18.85,,
30034,12/09/2022 03:35:38,-17.32,89.65,-18.64,,
30035,12/09/2022 03:38:38,-17.43,87.23,-19.07,,
30036,12/09/2022 03:41:38,-17.39,87.56,-18.98,,
30037,12/09/2022 03:44:38,-17.44,85.00,-19.38,,
30038,12/09/2022 03:47:38,-17.46,85.57,-19.32,,
30039,12/09/2022 03:50:38,-17.38,85.58,-19.24,,
30040,12/09/2022 03:53:38,-17.38,85.66,-19.22,,
30041,12/09/2022 03:56:38,-17.84,82.69,-20.09,,
30042,12/09/2022 03:59:38,-18.36,82.64,-20.61,,
30043,12/09/2022 04:02:38,-18.69,84.40,-20.68,,
30044,12/09/2022 04:05:38,-18.76,85.62,-20.59,,
30045,12/09/2022 04:08:38,-18.64,86.67,-20.34,,
30046,12/09/2022 04:11:38,-18.60,85.61,-20.44,,
30047,12/09/2022 04:14:38,-18.54,85.93,-20.33,,
30048,12/09/2022 04:17:38,-18.18,86.89,-19.85,,
30049,12/09/2022 04:20:38,-18.17,83.58,-20.29,,
30050,12/09/2022 04:23:38,-18.54,83.48,-20.66,,
30051,12/09/2022 04:26:38,-18.73,85.66,-20.56,,
30052,12/09/2022 04:29:38,-18.89,85.25,-20.77,,
30053,12/09/2022 04:32:38,-18.95,87.30,-20.56,,
30054,12/09/2022 04:35:38,-18.41,90.47,-19.61,,
30055,12/09/2022 04:38:38,-18.36,87.29,-19.98,,
30056,12/09/2022 04:41:38,-18.91,83.04,-21.09,,
30057,12/09/2022 04:44:38,-19.24,84.36,-21.24,,
30058,12/09/2022 04:47:38,-19.47,84.50,-21.44,,
30059,12/09/2022 04:50:38,-19.51,87.40,-21.10,,
30060,12/09/2022 04:53:38,-19.85,83.68,-21.93,,
30061,12/09/2022 04:56:38,-20.05,85.25,-21.91,,
30062,12/09/2022 04:59:38,-19.92,86.81,-21.58,,
30063,12/09/2022 05:02:38,-19.96,86.69,-21.64,,
30064,12/09/2022 05:05:38,-19.90,87.57,-21.46,,
30065,12/09/2022 05:08:38,-19.43,89.83,-20.70,,
30066,12/09/2022 05:11:38,-18.93,90.00,-20.19,,
30067,12/09/2022 05:14:38,-19.00,86.18,-20.75,,
30068,12/09/2022 05:17:38,-19.78,81.77,-22.12,,
30069,12/09/2022 05:20:38,-20.17,83.76,-22.23,,
30070,12/09/2022 05:23:38,-20.04,87.45,-21.61,,
30071,12/09/2022 05:26:38,-20.22,86.71,-21.89,,
30072,12/09/2022 05:29:38,-20.62,84.21,-22.61,,
30073,12/09/2022 05:32:38,-20.99,83.20,-23.11,,
30074,12/09/2022 05:35:38,-21.16,85.52,-22.97,,
30075,12/09/2022 05:38:38,-21.14,86.74,-22.79,,
30076,12/09/2022 05:41:38,-21.20,86.01,-22.94,,
30077,12/09/2022 05:44:38,-20.77,89.41,-22.08,,
30078,12/09/2022 05:47:38,-20.32,89.43,-21.63,,
30079,12/09/2022 05:50:38,-20.99,83.15,-23.12,,
30080,12/09/2022 05:53:38,-20.94,86.59,-22.61,,
30081,12/09/2022 05:56:38,-20.62,88.22,-22.08,,
30082,12/09/2022 05:59:38,-20.25,88.60,-21.67,,
30083,12/09/2022 06:02:38,-20.73,82.42,-22.97,,
30084,12/09/2022 06:05:38,-21.09,83.40,-23.18,,
30085,12/09/2022 06:08:38,-20.62,88.33,-22.07,,
30086,12/09/2022 06:11:38,-19.73,90.31,-20.94,,
30087,12/09/2022 06:14:38,-19.17,87.77,-20.71,,
30088,12/09/2022 06:17:38,-18.94,86.20,-20.70,,
30089,12/09/2022 06:20:38,-19.09,84.96,-21.01,,
30090,12/09/2022 06:23:38,-19.32,84.31,-21.32,,
30091,12/09/2022 06:26:38,-19.81,83.44,-21.92,,
30092,12/09/2022 06:29:38,-20.27,82.39,-22.52,,
30093,12/09/2022 06:32:38,-20.81,81.64,-23.15,,
30094,12/09/2022 06:35:38,-20.97,84.61,-22.90,,
30095,12/09/2022 06:38:38,-20.42,89.09,-21.78,,
30096,12/09/2022 06:41:38,-19.78,88.35,-21.24,,
30097,12/09/2022 06:44:38,-19.30,86.56,-21.00,,
30098,12/09/2022 06:47:38,-19.32,83.98,-21.36,,
30099,12/09/2022 06:50:38,-19.42,84.44,-21.40,,
30100,12/09/2022 06:53:38,-19.32,85.61,-21.14,,
30101,12/09/2022 06:56:38,-19.28,85.73,-21.09,,
30102,12/09/2022 06:59:38,-19.04,86.34,-20.77,,
30103,12/09/2022 07:02:38,-18.71,86.25,-20.46,,
30104,12/09/2022 07:05:38,-18.60,85.04,-20.51,,
30105,12/09/2022 07:08:38,-18.42,85.13,-20.32,,
30106,12/09/2022 07:11:38,-18.29,83.91,-20.36,,
30107,12/09/2022 07:14:38,-18.16,83.92,-20.23,,
30108,12/09/2022 07:17:38,-18.31,82.14,-20.63,,
30109,12/09/2022 07:20:38,-19.61,76.28,-22.74,,
30110,12/09/2022 07:23:38,-20.63,77.11,-23.61,,
30111,12/09/2022 07:26:38,-21.00,82.27,-23.25,,
30112,12/09/2022 07:29:38,-21.03,84.32,-23.01,,
30113,12/09/2022 07:32:38,-20.93,85.38,-22.76,,
30114,12/09/2022 07:35:38,-20.71,85.20,-22.57,,
30115,12/09/2022 07:38:38,-20.29,87.56,-21.85,,
30116,12/09/2022 07:41:38,-19.94,87.50,-21.51,,
30117,12/09/2022 07:44:38,-19.68,85.37,-21.54,,
30118,12/09/2022 07:47:38,-19.73,83.64,-21.81,,
30119,12/09/2022 07:50:38,-19.45,86.48,-21.16,,
30120,12/09/2022 07:53:38,-19.16,86.75,-20.83,,
30121,12/09/2022 07:56:38,-18.78,85.00,-20.70,,
30122,12/09/2022 07:59:38,-17.72,84.35,-19.74,,
30123,12/09/2022 08:02:38,-16.66,80.61,-19.23,,
30124,12/09/2022 08:05:38,-15.52,78.90,-18.36,,
30125,12/09/2022 08:08:38,-14.44,77.40,-17.53,,
30126,12/09/2022 08:11:38,-14.01,70.58,-18.20,,
30127,12/09/2022 08:14:38,-13.93,69.79,-18.26,,
30128,12/09/2022 08:17:38,-13.58,69.47,-17.98,,
30129,12/09/2022 08:20:38,-12.84,67.47,-17.61,,
30130,12/09/2022 08:23:38,-12.35,63.75,-17.81,,
30131,12/09/2022 08:26:38,-12.15,63.46,-17.68,,
30132,12/09/2022 08:29:38,-12.23,62.71,-17.89,,
30133,12/09/2022 08:32:38,-12.51,63.17,-18.07,,
30134,12/09/2022 08:35:38,-12.32,64.78,-17.59,,
30135,12/09/2022 08:38:38,-12.07,63.88,-17.52,,
30136,12/09/2022 08:41:38,-11.49,62.72,-17.18,,
30137,12/09/2022 08:44:38,-11.16,60.92,-17.21,,
30138,12/09/2022 08:47:38,-11.29,59.03,-17.70,,
30139,12/09/2022 08:50:38,-12.74,63.17,-18.29,,
30140,12/09/2022 08:53:38,-13.03,66.32,-18.00,,
30141,12/09/2022 08:56:38,-12.66,67.24,-17.47,,
30142,12/09/2022 08:59:38,-11.66,66.44,-16.66,,
30143,12/09/2022 09:02:38,-10.61,60.55,-16.76,,
30144,12/09/2022 09:05:38,-10.56,58.76,-17.07,,
30145,12/09/2022 09:08:38,-12.10,59.54,-18.37,,
30146,12/09/2022 09:11:38,-12.65,65.67,-17.74,,
30147,12/09/2022 09:14:38,-12.56,64.82,-17.81,,
30148,12/09/2022 09:17:38,-12.38,65.42,-17.53,,
30149,12/09/2022 09:20:38,-11.52,63.62,-17.04,,
30150,12/09/2022 09:23:38,-11.35,62.39,-17.11,,
30151,12/09/2022 09:26:38,-11.95,63.20,-17.53,,
30152,12/09/2022 09:29:38,-12.22,63.70,-17.69,,
30153,12/09/2022 09:32:38,-11.98,62.84,-17.63,,
30154,12/09/2022 09:35:38,-11.97,62.50,-17.68,,
30155,12/09/2022 09:38:38,-11.93,64.56,-17.26,,
30156,12/09/2022 09:41:38,-11.41,62.59,-17.13,,
30157,12/09/2022 09:44:38,-10.67,60.53,-16.83,,
30158,12/09/2022 09:47:38,-10.26,57.70,-17.00,,
30159,12/09/2022 09:50:38,-9.08,58.03,-15.82,,
30160,12/09/2022 09:53:38,-8.49,53.13,-16.32,,
30161,12/09/2022 09:56:38,-7.94,51.18,-16.26,,
30162,12/09/2022 09:59:38,-8.44,51.18,-16.73,,
30163,12/09/2022 10:02:38,-8.83,51.93,-16.92,,
30164,12/09/2022 10:05:38,-9.73,56.23,-16.81,,
30165,12/09/2022 10:08:38,-9.77,55.90,-16.92,,
30166,12/09/2022 10:11:38,-10.07,57.10,-16.95,,
30167,12/09/2022 10:14:38,-10.07,57.61,-16.85,,
30168,12/09/2022 10:17:38,-10.17,57.53,-16.95,,
30169,12/09/2022 10:20:38,-9.75,57.59,-16.55,,
30170,12/09/2022 10:23:38,-10.12,58.12,-16.78,,
30171,12/09/2022 10:26:38,-10.38,58.83,-16.89,,
30172,12/09/2022 10:29:38,-10.48,61.10,-16.53,,
30173,12/09/2022 10:32:38,-10.50,62.73,-16.24,,
30174,12/09/2022 10:35:38,-10.37,62.50,-16.16,,
30175,12/09/2022 10:38:38,-10.61,62.95,-16.30,,
30176,12/09/2022 10:41:38,-10.44,62.94,-16.14,,
30177,12/09/2022 10:44:38,-10.46,63.48,-16.06,,
30178,12/09/2022 10:47:38,-10.14,61.33,-16.16,,
30179,12/09/2022 10:50:38,-10.12,61.30,-16.15,,
30180,12/09/2022 10:53:38,-9.94,61.19,-16.01,,
30181,12/09/2022 10:56:38,-9.82,61.20,-15.88,,
30182,12/09/2022 10:59:38,-9.78,61.76,-15.74,,
30183,12/09/2022 11:02:38,-9.74,61.06,-15.84,,
30184,12/09/2022 11:05:38,-9.62,60.39,-15.86,,
30185,12/09/2022 11:08:38,-9.63,62.50,-15.46,,
30186,12/09/2022 11:11:38,-9.60,62.44,-15.44,,
30187,12/09/2022 11:14:38,-9.76,63.10,-15.47,,
30188,12/09/2022 11:17:38,-9.55,62.34,-15.41,,
30189,12/09/2022 11:20:38,-9.19,60.82,-15.37,,
30190,12/09/2022 11:23:38,-9.18,59.64,-15.59,,
30191,12/09/2022 11:26:38,-9.32,60.26,-15.60,,
30192,12/09/2022 11:29:38,-9.44,60.75,-15.62,,
30193,12/09/2022 11:32:38,-9.53,61.49,-15.55,,
30194,12/09/2022 11:35:38,-9.55,61.86,-15.50,,
30195,12/09/2022 11:38:38,-9.45,61.34,-15.51,,
30196,12/09/2022 11:41:38,-8.90,60.56,-15.14,,
30197,12/09/2022 11:44:38,-8.19,57.95,-15.00,,
30198,12/09/2022 11:47:38,-7.76,56.01,-15.01,,
30199,12/09/2022 11:50:38,-7.46,55.70,-14.79,,
30200,12/09/2022 11:53:38,-6.97,54.91,-14.51,,
30201,12/09/2022 11:56:38,-7.05,52.85,-15.04,,
30202,12/09/2022 11:59:38,-6.57,52.64,-14.64,,
30203,12/09/2022 12:02:38,-6.67,53.13,-14.63,,
30204,12/09/2022 12:05:38,-7.18,53.78,-14.95,,
30205,12/09/2022 12:08:38,-7.15,54.25,-14.82,,
30206,12/09/2022 12:11:38,-7.21,54.06,-14.92,,
30207,12/09/2022 12:14:38,-7.17,54.30,-14.83,,
30208,12/09/2022 12:17:38,-7.89,56.17,-15.09,,
30209,12/09/2022 12:20:38,-7.86,57.18,-14.86,,
30210,12/09/2022 12:23:38,-7.40,56.25,-14.62,,
30211,12/09/2022 12:26:38,-6.70,53.49,-14.57,,
30212,12/09/2022 12:29:38,-6.67,53.28,-14.59,,
30213,12/09/2022 12:32:38,-6.48,53.25,-14.42,,
30214,12/09/2022 12:35:38,-6.71,52.55,-14.79,,
30215,12/09/2022 12:38:38,-6.91,53.42,-14.78,,
30216,12/09/2022 12:41:38,-6.88,53.35,-14.77,,
30217,12/09/2022 12:44:38,-6.92,51.08,-15.33,,
30218,12/09/2022 12:47:38,-7.09,53.10,-15.03,,
30219,12/09/2022 12:50:38,-7.03,53.41,-14.89,,
30220,12/09/2022 12:53:38,-6.83,54.66,-14.43,,
30221,12/09/2022 12:56:38,-6.89,52.65,-14.94,,
30222,12/09/2022 12:59:38,-6.79,54.52,-14.42,,
30223,12/09/2022 13:02:38,-6.70,55.11,-14.20,,
30224,12/09/2022 13:05:38,-6.63,53.84,-14.43,,
30225,12/09/2022 13:08:38,-6.29,50.42,-14.90,,
30226,12/09/2022 13:11:38,-6.00,49.68,-14.81,,
30227,12/09/2022 13:14:38,-5.98,50.44,-14.61,,
30228,12/09/2022 13:17:38,-6.17,51.40,-14.56,,
30229,12/09/2022 13:20:38,-5.58,49.86,-14.38,,
30230,12/09/2022 13:23:38,-5.47,48.75,-14.56,,
30231,12/09/2022 13:26:38,-5.54,49.24,-14.49,,
30232,12/09/2022 13:29:38,-5.69,49.94,-14.46,,
30233,12/09/2022 13:32:38,-5.56,51.10,-14.06,,
30234,12/09/2022 13:35:38,-5.30,49.90,-14.11,,
